Datum,Vodostaj_Bileca,Dotok_Prethodni_Dan,Padavine_Trebinje,Temperatura_Vazduha,Doba_Godine,Pritisak_Mreze,Angazovani_Agregati,Preliv_Status,Padavine_Sutra,Padavine_Za2Dana,Promjena_Vodostaja
10.10.2008.,382.46,57.67,0.0,13.0,Jesen,Srednje,1,0,12.26,0.0,-0.01
11.10.2008.,382.45,73.41,12.26,14.7,Jesen,Nisko,1,0,0.0,11.02,-0.01
12.10.2008.,382.45,58.28,0.0,7.4,Jesen,Srednje,1,0,11.02,9.51,0.0
13.10.2008.,382.4,70.33,11.02,11.7,Jesen,Srednje,2,0,9.51,27.25,-0.05
14.10.2008.,382.44,78.86,9.51,-1.3,Jesen,Srednje,1,0,27.25,1.72,0.04
15.10.2008.,382.46,132.09,27.25,13.0,Jesen,Srednje,2,0,1.72,17.12,0.02
16.10.2008.,382.39,102.1,1.72,10.8,Jesen,Visoko,2,0,17.12,6.94,-0.07
17.10.2008.,382.43,126.78,17.12,8.1,Jesen,Srednje,1,0,6.94,19.9,0.04
18.10.2008.,382.4,109.8,6.94,13.3,Jesen,Visoko,2,0,19.9,0.0,-0.03
19.10.2008.,382.4,131.01,19.9,16.7,Jesen,Srednje,2,0,0.0,0.0,0.0
20.10.2008.,382.39,95.33,0.0,10.1,Jesen,Nisko,1,0,0.0,0.74,-0.01
21.10.2008.,382.39,70.84,0.0,8.2,Jesen,Srednje,1,0,0.74,17.51,0.0
22.10.2008.,382.37,59.43,0.74,12.7,Jesen,Visoko,2,0,17.51,4.86,-0.02
23.10.2008.,382.39,87.12,17.51,6.7,Jesen,Srednje,1,0,4.86,0.0,0.02
24.10.2008.,382.36,75.08,4.86,9.4,Jesen,Visoko,2,0,0.0,5.45,-0.03
25.10.2008.,382.34,60.95,0.0,16.9,Jesen,Nisko,1,0,5.45,7.69,-0.02
26.10.2008.,382.33,58.93,5.45,12.2,Jesen,Nisko,1,0,7.69,0.0,-0.01
27.10.2008.,382.26,64.07,7.69,4.5,Jesen,Srednje,2,0,0.0,0.0,-0.07
28.10.2008.,382.24,47.41,0.0,4.8,Jesen,Srednje,1,0,0.0,0.0,-0.02
29.10.2008.,382.21,35.67,0.0,12.6,Jesen,Srednje,1,0,0.0,7.09,-0.03
30.10.2008.,382.19,27.2,0.0,15.4,Jesen,Srednje,1,0,7.09,0.0,-0.02
31.10.2008.,382.14,40.86,7.09,5.5,Jesen,Srednje,1,0,0.0,0.0,-0.05
01.11.2008.,382.1,30.13,0.0,13.8,Jesen,Nisko,1,0,0.0,0.0,-0.04
02.11.2008.,382.06,22.61,0.0,17.3,Jesen,Nisko,1,0,0.0,0.0,-0.04
03.11.2008.,382.07,17.14,0.0,19.6,Jesen,Srednje,0,0,0.0,10.85,0.01
04.11.2008.,382.0,13.62,0.0,13.3,Jesen,Srednje,1,0,10.85,0.0,-0.07
05.11.2008.,381.96,39.29,10.85,14.0,Jesen,Srednje,1,0,0.0,0.0,-0.04
06.11.2008.,381.95,31.9,0.0,3.5,Jesen,Srednje,1,0,0.0,4.43,-0.01
07.11.2008.,381.89,24.45,0.0,20.4,Jesen,Visoko,2,0,4.43,0.0,-0.06
08.11.2008.,381.86,38.76,4.43,9.7,Jesen,Srednje,1,0,0.0,13.93,-0.03
09.11.2008.,381.75,29.29,0.0,8.3,Jesen,Visoko,2,0,13.93,0.0,-0.11
10.11.2008.,381.75,59.05,13.93,11.0,Jesen,Srednje,1,0,0.0,0.0,0.0
11.11.2008.,381.74,43.81,0.0,18.0,Jesen,Srednje,1,0,0.0,3.35,-0.01
12.11.2008.,381.68,31.94,0.0,20.8,Jesen,Srednje,1,0,3.35,16.11,-0.06
13.11.2008.,381.66,33.66,3.35,12.5,Jesen,Srednje,1,0,16.11,0.0,-0.02
14.11.2008.,381.58,67.31,16.11,16.0,Jesen,Srednje,2,0,0.0,0.0,-0.08
15.11.2008.,381.57,49.88,0.0,12.2,Jesen,Srednje,1,0,0.0,0.0,-0.01
16.11.2008.,381.54,36.96,0.0,7.8,Jesen,Nisko,1,0,0.0,11.08,-0.03
17.11.2008.,381.51,28.17,0.0,17.9,Jesen,Srednje,1,0,11.08,0.0,-0.03
18.11.2008.,381.43,49.74,11.08,9.5,Jesen,Visoko,2,0,0.0,84.04,-0.08
19.11.2008.,381.39,36.95,0.0,18.1,Jesen,Srednje,1,0,84.04,0.0,-0.04
20.11.2008.,381.5,238.86,84.04,17.2,Jesen,Srednje,2,0,0.0,6.52,0.11
21.11.2008.,381.53,175.75,0.0,14.5,Jesen,Visoko,2,0,6.52,0.0,0.03
22.11.2008.,381.6,144.2,6.52,19.3,Jesen,Nisko,1,0,0.0,0.0,0.07
23.11.2008.,381.61,104.75,0.0,20.9,Jesen,Nisko,1,0,0.0,0.0,0.01
24.11.2008.,381.58,75.46,0.0,11.3,Jesen,Visoko,2,0,0.0,0.0,-0.03
25.11.2008.,381.57,57.53,0.0,8.8,Jesen,Nisko,1,0,0.0,0.0,-0.01
26.11.2008.,381.53,41.88,0.0,4.5,Jesen,Srednje,1,0,0.0,28.6,-0.04
27.11.2008.,381.49,33.56,0.0,21.0,Jesen,Nisko,1,0,28.6,2.83,-0.04
28.11.2008.,381.5,97.95,28.6,10.2,Jesen,Nisko,1,0,2.83,0.0,0.01
29.11.2008.,381.51,77.76,2.83,16.5,Jesen,Nisko,1,0,0.0,0.0,0.01
30.11.2008.,381.47,60.33,0.0,9.0,Jesen,Nisko,1,0,0.0,23.25,-0.04
01.12.2008.,381.48,47.82,0.0,10.2,Zima,Nisko,1,0,23.25,0.0,0.01
02.12.2008.,381.45,79.11,23.25,1.2,Zima,Srednje,2,0,0.0,0.0,-0.03
03.12.2008.,381.39,59.32,0.0,-0.8,Zima,Visoko,2,0,0.0,0.0,-0.06
04.12.2008.,381.36,43.42,0.0,3.2,Zima,Visoko,2,0,0.0,0.0,-0.03
05.12.2008.,381.27,36.62,0.0,1.9,Zima,Visoko,2,0,0.0,0.0,-0.09
06.12.2008.,381.25,27.06,0.0,6.4,Zima,Visoko,1,0,0.0,11.16,-0.02
07.12.2008.,381.19,20.85,0.0,3.8,Zima,Srednje,1,0,11.16,0.0,-0.06
08.12.2008.,381.08,32.84,11.16,6.5,Zima,Visoko,2,0,0.0,0.0,-0.11
09.12.2008.,381.08,24.19,0.0,2.8,Zima,Srednje,1,0,0.0,2.33,0.0
10.12.2008.,381.04,18.13,0.0,1.3,Zima,Srednje,1,0,2.33,0.0,-0.04
11.12.2008.,380.95,16.89,2.33,1.7,Zima,Visoko,2,0,0.0,0.0,-0.09
12.12.2008.,380.93,13.41,0.0,12.2,Zima,Srednje,1,0,0.0,0.0,-0.02
13.12.2008.,380.9,9.94,0.0,4.9,Zima,Visoko,1,0,0.0,0.0,-0.03
14.12.2008.,380.89,8.66,0.0,-3.9,Zima,Srednje,1,0,0.0,3.67,-0.01
15.12.2008.,380.8,6.62,0.0,1.9,Zima,Nisko,1,0,3.67,0.0,-0.09
16.12.2008.,380.79,11.33,3.67,4.4,Zima,Nisko,0,0,0.0,6.26,-0.01
17.12.2008.,380.71,8.8,0.0,11.4,Zima,Srednje,1,0,6.26,17.69,-0.08
18.12.2008.,380.67,20.14,6.26,8.1,Zima,Visoko,1,0,17.69,0.0,-0.04
19.12.2008.,380.67,43.31,17.69,0.3,Zima,Visoko,1,0,0.0,5.43,0.0
20.12.2008.,380.61,35.69,0.0,13.7,Zima,Srednje,1,0,5.43,5.81,-0.06
21.12.2008.,380.62,43.29,5.43,3.9,Zima,Srednje,1,0,5.81,12.36,0.01
22.12.2008.,380.6,41.87,5.81,9.0,Zima,Srednje,1,0,12.36,0.0,-0.02
23.12.2008.,380.53,51.96,12.36,-0.6,Zima,Visoko,2,0,0.0,0.0,-0.07
24.12.2008.,380.51,38.49,0.0,-5.0,Zima,Srednje,1,0,0.0,17.15,-0.02
25.12.2008.,380.45,28.81,0.0,-1.6,Zima,Visoko,1,0,17.15,0.0,-0.06
26.12.2008.,380.41,53.09,17.15,-5.0,Zima,Visoko,2,0,0.0,3.73,-0.04
27.12.2008.,380.39,47.82,0.0,12.4,Zima,Visoko,1,0,3.73,0.0,-0.02
28.12.2008.,380.33,41.06,3.73,4.9,Zima,Visoko,2,0,0.0,0.0,-0.06
29.12.2008.,380.25,31.46,0.0,0.3,Zima,Visoko,2,0,0.0,0.0,-0.08
30.12.2008.,380.16,22.72,0.0,5.8,Zima,Visoko,2,0,0.0,3.62,-0.09
31.12.2008.,380.13,18.06,0.0,4.8,Zima,Visoko,1,0,3.62,0.01,-0.03
01.01.2009.,380.1,21.96,3.62,6.5,Zima,Visoko,1,0,0.01,0.0,-0.03
02.01.2009.,380.05,19.56,0.01,8.8,Zima,Visoko,1,0,0.0,0.0,-0.05
03.01.2009.,379.96,15.28,0.0,2.8,Zima,Visoko,1,0,0.0,0.0,-0.09
04.01.2009.,379.92,14.92,0.0,0.5,Zima,Visoko,1,0,0.0,0.0,-0.04
05.01.2009.,379.89,20.51,0.0,7.3,Zima,Visoko,1,0,0.0,0.0,-0.03
06.01.2009.,379.89,19.79,0.0,7.2,Zima,Visoko,1,0,0.0,3.03,0.0
07.01.2009.,379.87,14.36,0.0,4.4,Zima,Nisko,0,0,3.03,0.0,-0.02
08.01.2009.,379.83,22.37,3.03,12.7,Zima,Nisko,1,0,0.0,0.0,-0.04
09.01.2009.,379.78,16.9,0.0,2.2,Zima,Visoko,1,0,0.0,20.74,-0.05
10.01.2009.,379.79,14.93,0.0,0.4,Zima,Nisko,0,0,20.74,0.0,0.01
11.01.2009.,379.73,42.94,20.74,5.7,Zima,Srednje,2,0,0.0,0.0,-0.06
12.01.2009.,379.71,33.53,0.0,1.3,Zima,Srednje,1,0,0.0,0.0,-0.02
13.01.2009.,379.67,24.95,0.0,6.0,Zima,Visoko,1,0,0.0,0.55,-0.04
14.01.2009.,379.63,24.82,0.0,0.7,Zima,Visoko,1,0,0.55,0.0,-0.04
15.01.2009.,379.57,22.34,0.55,2.4,Zima,Srednje,1,0,0.0,0.0,-0.06
16.01.2009.,379.56,23.76,0.0,11.6,Zima,Srednje,1,0,0.0,0.0,-0.01
17.01.2009.,379.53,18.43,0.0,2.4,Zima,Visoko,1,0,0.0,0.0,-0.03
18.01.2009.,379.42,14.41,0.0,0.8,Zima,Visoko,2,0,0.0,1.15,-0.11
19.01.2009.,379.43,10.52,0.0,8.7,Zima,Nisko,0,0,1.15,1.16,0.01
20.01.2009.,379.47,9.61,1.15,-0.2,Zima,Nisko,0,0,1.16,0.0,0.04
21.01.2009.,379.39,10.77,1.16,1.2,Zima,Visoko,1,0,0.0,1.86,-0.08
22.01.2009.,379.35,9.43,0.0,6.3,Zima,Visoko,1,0,1.86,6.92,-0.04
23.01.2009.,379.33,9.94,1.86,7.8,Zima,Visoko,1,0,6.92,0.0,-0.02
24.01.2009.,379.3,19.37,6.92,8.9,Zima,Visoko,1,0,0.0,2.5,-0.03
25.01.2009.,379.22,16.42,0.0,1.0,Zima,Visoko,2,0,2.5,1.63,-0.08
26.01.2009.,379.19,15.46,2.5,6.4,Zima,Srednje,0,0,1.63,0.12,-0.03
27.01.2009.,379.19,13.77,1.63,2.1,Zima,Nisko,0,0,0.12,0.0,0.0
28.01.2009.,379.14,10.34,0.12,1.6,Zima,Visoko,1,0,0.0,24.03,-0.05
29.01.2009.,379.02,12.58,0.0,8.8,Zima,Visoko,2,0,24.03,15.07,-0.12
30.01.2009.,378.96,44.07,24.03,1.8,Zima,Visoko,2,0,15.07,1.96,-0.06
31.01.2009.,378.89,56.5,15.07,5.1,Zima,Visoko,2,0,1.96,0.0,-0.07
01.02.2009.,378.83,48.1,1.96,4.6,Zima,Visoko,2,0,0.0,0.0,-0.06
02.02.2009.,378.72,35.33,0.0,-0.3,Zima,Visoko,2,0,0.0,0.0,-0.11
03.02.2009.,378.66,26.17,0.0,7.9,Zima,Nisko,1,0,0.0,0.0,-0.06
04.02.2009.,378.61,19.02,0.0,6.2,Zima,Nisko,1,0,0.0,0.0,-0.05
05.02.2009.,378.54,14.51,0.0,-3.9,Zima,Visoko,2,0,0.0,0.0,-0.07
06.02.2009.,378.57,17.35,0.0,5.1,Zima,Srednje,0,0,0.0,1.61,0.03
07.02.2009.,378.58,12.58,0.0,0.9,Zima,Nisko,0,0,1.61,0.0,0.01
08.02.2009.,378.48,12.13,1.61,8.4,Zima,Visoko,1,0,0.0,0.0,-0.1
09.02.2009.,378.4,14.17,0.0,-1.8,Zima,Visoko,1,0,0.0,11.84,-0.08
10.02.2009.,378.35,12.91,0.0,2.6,Zima,Srednje,1,0,11.84,1.49,-0.05
11.02.2009.,378.31,26.66,11.84,5.4,Zima,Visoko,1,0,1.49,0.0,-0.04
12.02.2009.,378.26,22.71,1.49,4.2,Zima,Nisko,1,0,0.0,0.0,-0.05
13.02.2009.,378.23,24.47,0.0,7.1,Zima,Srednje,1,0,0.0,0.0,-0.03
14.02.2009.,378.18,18.51,0.0,-2.1,Zima,Visoko,1,0,0.0,0.0,-0.05
15.02.2009.,378.16,16.45,0.0,10.6,Zima,Visoko,1,0,0.0,0.0,-0.02
16.02.2009.,378.11,12.69,0.0,6.1,Zima,Nisko,1,0,0.0,0.0,-0.05
17.02.2009.,378.06,10.1,0.0,9.4,Zima,Srednje,1,0,0.0,27.03,-0.05
18.02.2009.,378.04,9.51,0.0,7.5,Zima,Srednje,1,0,27.03,0.0,-0.02
19.02.2009.,378.0,46.18,27.03,4.0,Zima,Visoko,2,0,0.0,0.0,-0.04
20.02.2009.,377.93,37.86,0.0,-1.1,Zima,Visoko,2,0,0.0,0.0,-0.07
21.02.2009.,377.91,27.67,0.0,1.7,Zima,Srednje,1,0,0.0,0.0,-0.02
22.02.2009.,377.84,20.66,0.0,10.4,Zima,Nisko,1,0,0.0,1.34,-0.07
23.02.2009.,377.76,16.62,0.0,9.5,Zima,Visoko,1,0,1.34,1.01,-0.08
24.02.2009.,377.68,14.24,1.34,1.5,Zima,Visoko,1,0,1.01,4.23,-0.08
25.02.2009.,377.63,16.2,1.01,-5.0,Zima,Visoko,1,0,4.23,3.69,-0.05
26.02.2009.,377.56,21.45,4.23,3.1,Zima,Srednje,1,0,3.69,1.88,-0.07
27.02.2009.,377.52,21.44,3.69,2.8,Zima,Visoko,1,0,1.88,0.0,-0.04
28.02.2009.,377.54,18.51,1.88,3.0,Zima,Srednje,0,0,0.0,82.39,0.02
01.03.2009.,377.56,47.19,0.0,16.1,Proljece,Nisko,1,0,82.39,32.41,0.02
02.03.2009.,377.83,450.0,82.39,17.5,Proljece,Srednje,2,0,32.41,2.36,0.27
03.03.2009.,378.06,450.0,32.41,18.0,Proljece,Srednje,2,0,2.36,0.0,0.23
04.03.2009.,378.28,371.29,2.36,15.8,Proljece,Visoko,2,0,0.0,0.0,0.22
05.03.2009.,378.43,276.44,0.0,6.8,Proljece,Srednje,2,0,0.0,14.52,0.15
06.03.2009.,378.51,221.93,0.0,12.6,Proljece,Srednje,2,0,14.52,0.0,0.08
07.03.2009.,378.65,290.6,14.52,23.2,Proljece,Nisko,2,0,0.0,55.57,0.14
08.03.2009.,378.76,238.21,0.0,15.5,Proljece,Nisko,2,0,55.57,0.0,0.11
09.03.2009.,378.98,450.0,55.57,15.5,Proljece,Srednje,3,0,0.0,0.0,0.22
10.03.2009.,379.16,352.77,0.0,15.4,Proljece,Srednje,2,0,0.0,0.0,0.18
11.03.2009.,379.25,287.78,0.0,15.7,Proljece,Visoko,3,0,0.0,0.0,0.09
12.03.2009.,379.3,210.85,0.0,4.5,Proljece,Nisko,2,0,0.0,0.0,0.05
13.03.2009.,379.34,172.92,0.0,13.0,Proljece,Nisko,2,0,0.0,30.32,0.04
14.03.2009.,379.38,150.09,0.0,13.8,Proljece,Nisko,2,0,30.32,14.86,0.04
15.03.2009.,379.49,311.21,30.32,19.1,Proljece,Visoko,3,0,14.86,7.53,0.11
16.03.2009.,379.67,332.15,14.86,14.2,Proljece,Srednje,2,0,7.53,0.0,0.18
17.03.2009.,379.78,284.11,7.53,7.4,Proljece,Srednje,2,0,0.0,6.56,0.11
18.03.2009.,379.87,233.7,0.0,15.7,Proljece,Srednje,2,0,6.56,0.0,0.09
19.03.2009.,379.95,219.9,6.56,10.8,Proljece,Nisko,2,0,0.0,13.86,0.08
20.03.2009.,380.01,171.93,0.0,9.1,Proljece,Srednje,2,0,13.86,0.85,0.06
21.03.2009.,380.15,216.61,13.86,10.7,Proljece,Srednje,2,1,0.85,12.54,0.14
22.03.2009.,380.22,192.5,0.85,16.2,Proljece,Visoko,2,0,12.54,0.0,0.07
23.03.2009.,380.33,245.76,12.54,19.0,Proljece,Srednje,2,0,0.0,9.09,0.11
24.03.2009.,380.43,207.28,0.0,15.9,Proljece,Nisko,2,0,9.09,0.0,0.1
25.03.2009.,380.53,230.13,9.09,16.5,Proljece,Srednje,2,0,0.0,0.0,0.1
26.03.2009.,380.56,201.47,0.0,15.9,Proljece,Visoko,3,0,0.0,0.0,0.03
27.03.2009.,380.65,170.34,0.0,14.4,Proljece,Nisko,1,0,0.0,0.0,0.09
28.03.2009.,380.61,158.23,0.0,16.8,Proljece,Visoko,3,0,0.0,0.0,-0.04
29.03.2009.,380.58,114.6,0.0,4.3,Proljece,Visoko,2,0,0.0,0.2,-0.03
30.03.2009.,380.6,110.08,0.0,14.4,Proljece,Srednje,1,0,0.2,0.0,0.02
31.03.2009.,380.63,94.05,0.2,9.8,Proljece,Srednje,1,0,0.0,0.0,0.03
01.04.2009.,380.58,108.22,0.0,18.7,Proljece,Srednje,2,0,0.0,0.0,-0.05
02.04.2009.,380.56,101.49,0.0,13.4,Proljece,Srednje,2,0,0.0,5.82,-0.02
03.04.2009.,380.56,97.8,0.0,14.1,Proljece,Nisko,1,0,5.82,7.6,0.0
04.04.2009.,380.58,110.09,5.82,8.0,Proljece,Nisko,1,0,7.6,26.11,0.02
05.04.2009.,380.66,158.17,7.6,18.1,Proljece,Nisko,1,0,26.11,26.64,0.08
06.04.2009.,380.74,287.5,26.11,16.5,Proljece,Visoko,3,0,26.64,0.0,0.08
07.04.2009.,380.96,381.69,26.64,16.2,Proljece,Srednje,2,1,0.0,0.0,0.22
08.04.2009.,381.09,289.23,0.0,10.7,Proljece,Srednje,2,0,0.0,0.0,0.13
09.04.2009.,381.12,223.13,0.0,10.9,Proljece,Visoko,3,0,0.0,13.11,0.03
10.04.2009.,381.18,187.77,0.0,14.9,Proljece,Srednje,2,0,13.11,0.0,0.06
11.04.2009.,381.27,223.97,13.11,11.2,Proljece,Srednje,2,0,0.0,13.65,0.09
12.04.2009.,381.31,191.4,0.0,15.7,Proljece,Nisko,2,0,13.65,44.19,0.04
13.04.2009.,381.37,211.85,13.65,5.4,Proljece,Srednje,2,0,44.19,70.22,0.06
14.04.2009.,381.63,411.88,44.19,12.0,Proljece,Srednje,2,0,70.22,0.0,0.26
15.04.2009.,381.86,450.0,70.22,21.2,Proljece,Visoko,3,0,0.0,0.0,0.23
16.04.2009.,382.09,357.14,0.0,15.8,Proljece,Visoko,2,0,0.0,0.0,0.23
17.04.2009.,382.25,283.34,0.0,14.7,Proljece,Nisko,2,0,0.0,0.0,0.16
18.04.2009.,382.34,253.91,0.0,21.9,Proljece,Visoko,3,0,0.0,83.02,0.09
19.04.2009.,382.39,183.07,0.0,4.7,Proljece,Srednje,2,0,83.02,0.0,0.05
20.04.2009.,382.67,450.0,83.02,10.7,Proljece,Nisko,2,0,0.0,0.0,0.28
21.04.2009.,382.83,343.25,0.0,12.4,Proljece,Nisko,2,0,0.0,19.42,0.16
22.04.2009.,382.96,281.8,0.0,17.4,Proljece,Srednje,2,0,19.42,0.0,0.13
23.04.2009.,383.17,342.71,19.42,17.5,Proljece,Srednje,2,0,0.0,0.0,0.21
24.04.2009.,383.28,261.02,0.0,10.5,Proljece,Srednje,2,0,0.0,27.77,0.11
25.04.2009.,383.37,225.55,0.0,18.0,Proljece,Nisko,2,0,27.77,55.12,0.09
26.04.2009.,383.55,336.23,27.77,12.4,Proljece,Nisko,2,0,55.12,0.0,0.18
27.04.2009.,383.86,450.0,55.12,18.8,Proljece,Nisko,2,0,0.0,0.0,0.31
28.04.2009.,384.08,338.7,0.0,9.9,Proljece,Nisko,2,0,0.0,14.9,0.22
29.04.2009.,384.12,270.0,0.0,13.5,Proljece,Srednje,3,0,14.9,93.39,0.04
30.04.2009.,384.28,293.58,14.9,12.0,Proljece,Srednje,2,0,93.39,44.66,0.16
01.05.2009.,384.53,450.0,93.39,18.2,Proljece,Srednje,3,0,44.66,61.53,0.25
02.05.2009.,384.77,450.0,44.66,11.9,Proljece,Visoko,3,0,61.53,0.0,0.24
03.05.2009.,385.0,450.0,61.53,13.8,Proljece,Nisko,3,0,0.0,0.0,0.23
04.05.2009.,385.18,355.52,0.0,16.0,Proljece,Nisko,2,0,0.0,0.0,0.18
05.05.2009.,385.33,296.34,0.0,16.2,Proljece,Nisko,2,0,0.0,19.75,0.15
06.05.2009.,385.45,249.14,0.0,17.5,Proljece,Srednje,2,0,19.75,14.57,0.12
07.05.2009.,385.63,318.26,19.75,14.8,Proljece,Srednje,2,0,14.57,6.81,0.18
08.05.2009.,385.74,328.99,14.57,12.3,Proljece,Srednje,3,0,6.81,26.04,0.11
09.05.2009.,385.89,298.33,6.81,12.6,Proljece,Srednje,2,0,26.04,0.0,0.15
10.05.2009.,386.12,380.57,26.04,14.1,Proljece,Nisko,2,0,0.0,0.0,0.23
11.05.2009.,386.3,301.19,0.0,15.0,Proljece,Srednje,2,1,0.0,21.75,0.18
12.05.2009.,386.42,240.19,0.0,13.4,Proljece,Srednje,2,0,21.75,0.0,0.12
13.05.2009.,386.52,314.89,21.75,14.1,Proljece,Srednje,3,0,0.0,41.44,0.1
14.05.2009.,386.59,232.5,0.0,7.9,Proljece,Nisko,2,0,41.44,18.38,0.07
15.05.2009.,386.78,425.94,41.44,16.7,Proljece,Visoko,3,0,18.38,0.0,0.19
16.05.2009.,387.03,443.4,18.38,14.7,Proljece,Srednje,3,0,0.0,24.57,0.25
17.05.2009.,387.24,357.13,0.0,18.0,Proljece,Nisko,2,0,24.57,9.59,0.21
18.05.2009.,387.47,414.42,24.57,14.0,Proljece,Srednje,2,0,9.59,0.0,0.23
19.05.2009.,387.65,356.01,9.59,7.0,Proljece,Visoko,3,0,0.0,0.0,0.18
20.05.2009.,387.81,283.51,0.0,12.6,Proljece,Nisko,2,0,0.0,0.0,0.16
21.05.2009.,387.89,226.4,0.0,13.2,Proljece,Nisko,2,0,0.0,0.0,0.08
22.05.2009.,387.95,197.21,0.0,17.0,Proljece,Srednje,2,0,0.0,0.0,0.06
23.05.2009.,387.99,145.39,0.0,5.7,Proljece,Srednje,2,0,0.0,9.16,0.04
24.05.2009.,387.96,130.18,0.0,14.2,Proljece,Nisko,2,0,9.16,60.29,-0.03
25.05.2009.,387.97,179.79,9.16,16.1,Proljece,Visoko,3,0,60.29,5.49,0.01
26.05.2009.,388.17,450.0,60.29,11.4,Proljece,Srednje,3,0,5.49,30.26,0.2
27.05.2009.,388.33,379.4,5.49,14.3,Proljece,Visoko,3,0,30.26,48.46,0.16
28.05.2009.,388.56,450.0,30.26,11.5,Proljece,Srednje,3,0,48.46,28.13,0.23
29.05.2009.,388.79,450.0,48.46,11.1,Proljece,Visoko,3,1,28.13,0.0,0.23
30.05.2009.,389.03,450.0,28.13,12.4,Proljece,Nisko,3,0,0.0,0.31,0.24
31.05.2009.,389.23,341.69,0.0,11.2,Proljece,Nisko,2,0,0.31,0.56,0.2
01.06.2009.,389.28,249.67,0.31,34.7,Ljeto,Visoko,3,0,0.56,0.0,0.05
02.06.2009.,389.34,182.91,0.56,29.1,Ljeto,Nisko,2,0,0.0,4.0,0.06
03.06.2009.,389.3,131.89,0.0,28.4,Ljeto,Visoko,3,0,4.0,0.0,-0.04
04.06.2009.,389.29,99.02,4.0,39.1,Ljeto,Srednje,2,0,0.0,0.0,-0.01
05.06.2009.,389.23,72.98,0.0,35.8,Ljeto,Visoko,2,0,0.0,1.83,-0.06
06.06.2009.,389.19,52.6,0.0,24.6,Ljeto,Srednje,2,0,1.83,0.41,-0.04
07.06.2009.,389.12,39.34,1.83,28.9,Ljeto,Srednje,2,0,0.41,8.28,-0.07
08.06.2009.,389.11,31.17,0.41,33.0,Ljeto,Nisko,1,0,8.28,0.0,-0.01
09.06.2009.,389.06,30.4,8.28,33.3,Ljeto,Srednje,2,0,0.0,0.0,-0.05
10.06.2009.,389.01,21.98,0.0,26.0,Ljeto,Srednje,1,0,0.0,0.0,-0.05
11.06.2009.,388.91,15.95,0.0,36.6,Ljeto,Visoko,2,0,0.0,3.37,-0.1
12.06.2009.,388.88,13.92,0.0,35.3,Ljeto,Nisko,1,0,3.37,0.96,-0.03
13.06.2009.,388.83,14.34,3.37,33.9,Ljeto,Nisko,1,0,0.96,0.0,-0.05
14.06.2009.,388.81,14.21,0.96,37.4,Ljeto,Nisko,1,0,0.0,0.0,-0.02
15.06.2009.,388.79,12.07,0.0,33.8,Ljeto,Nisko,1,0,0.0,0.0,-0.02
16.06.2009.,388.7,12.0,0.0,33.8,Ljeto,Srednje,2,0,0.0,8.59,-0.09
17.06.2009.,388.61,8.98,0.0,38.2,Ljeto,Visoko,2,0,8.59,2.52,-0.09
18.06.2009.,388.5,14.12,8.59,36.4,Ljeto,Srednje,2,0,2.52,5.59,-0.11
19.06.2009.,388.43,12.11,2.52,28.6,Ljeto,Srednje,1,0,5.59,3.3,-0.07
20.06.2009.,388.33,15.83,5.59,34.5,Ljeto,Visoko,2,0,3.3,0.0,-0.1
21.06.2009.,388.26,16.27,3.3,29.3,Ljeto,Nisko,1,0,0.0,0.0,-0.07
22.06.2009.,388.16,11.88,0.0,34.0,Ljeto,Srednje,2,0,0.0,0.57,-0.1
23.06.2009.,388.09,15.58,0.0,33.9,Ljeto,Srednje,2,0,0.57,0.0,-0.07
24.06.2009.,388.03,11.94,0.57,26.5,Ljeto,Visoko,2,0,0.0,0.0,-0.06
25.06.2009.,387.96,14.29,0.0,31.5,Ljeto,Srednje,1,0,0.0,4.04,-0.07
26.06.2009.,387.94,18.92,0.0,33.1,Ljeto,Srednje,1,0,4.04,0.0,-0.02
27.06.2009.,387.89,23.37,4.04,30.3,Ljeto,Nisko,1,0,0.0,0.0,-0.05
28.06.2009.,387.84,17.12,0.0,33.3,Ljeto,Srednje,1,0,0.0,15.4,-0.05
29.06.2009.,387.8,15.65,0.0,35.2,Ljeto,Visoko,1,0,15.4,11.26,-0.04
30.06.2009.,387.77,23.26,15.4,31.9,Ljeto,Nisko,1,0,11.26,3.94,-0.03
01.07.2009.,387.75,30.0,11.26,32.9,Ljeto,Nisko,1,0,3.94,0.0,-0.02
02.07.2009.,387.64,26.3,3.94,37.5,Ljeto,Visoko,2,0,0.0,4.3,-0.11
03.07.2009.,387.63,25.16,0.0,33.9,Ljeto,Srednje,1,0,4.3,2.96,-0.01
04.07.2009.,387.6,24.21,4.3,32.8,Ljeto,Nisko,1,0,2.96,0.0,-0.03
05.07.2009.,387.56,20.26,2.96,28.2,Ljeto,Visoko,1,0,0.0,0.0,-0.04
06.07.2009.,387.49,18.69,0.0,34.7,Ljeto,Visoko,2,0,0.0,0.0,-0.07
07.07.2009.,387.39,14.7,0.0,33.3,Ljeto,Visoko,2,0,0.0,0.0,-0.1
08.07.2009.,387.29,13.68,0.0,37.1,Ljeto,Visoko,2,0,0.0,0.9,-0.1
09.07.2009.,387.24,10.33,0.0,32.2,Ljeto,Srednje,1,0,0.9,0.0,-0.05
10.07.2009.,387.17,10.13,0.9,24.7,Ljeto,Visoko,1,0,0.0,0.0,-0.07
11.07.2009.,387.13,9.15,0.0,25.2,Ljeto,Srednje,1,0,0.0,2.53,-0.04
